preco_custo_unitario,observacoes,codigo,tipo,preco_venda_unitario,itens_grupo,organization_id,quantidade_inicial_estoque,nome,id,categoria_id,controlar_estoque,created_date,updated_date,created_by_id,created_by,is_sample
"0","","885","unitario","380","[]","69864e74fb6fe137d3577c07","0","TESTE DE ESTANQUEIDADE (TRINCA MOTOR)","69eb7c26fb26b851ec73f107","6940319672e01f6fc61cbbf2","false","2026-04-24T14:20:22.224000","2026-04-24T14:20:22.224000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","884","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":70,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABECOTE 16V"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":200,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""REGULAR CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":160,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":120,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":150,""unidade_medida"":""unidade"",""preco_custo"":70,""quantidade"":1,""descricao"":""SOLDA CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":12,""unidade_medida"":""unidade"",""preco_custo"":6,""quantidade"":16,""descricao"":""RETENTOR DE VALVULAS "",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE DURATEC 2.0 16V","69eb4b4c35cd8ca4137c3c33","693c8f05b2a7d107b2312ff9","false","2026-04-24T10:51:56.051000","2026-04-24T10:51:56.051000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","882","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":50,""unidade_medida"":""unidade"",""preco_custo"":25,""quantidade"":1,""descricao"":""ENCOSTO DO MANCAL"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":120,""unidade_medida"":""unidade"",""preco_custo"":60,""quantidade"":1,""descricao"":""BRONZINA DE MANCAL"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""unidade"",""preco_custo"":40,""quantidade"":1,""descricao"":""BRONZINA DE BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":445,""unidade_medida"":""unidade"",""preco_custo"":221,""quantidade"":1,""descricao"":""ANEIS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":665,""unidade_medida"":""unidade"",""preco_custo"":332,""quantidade"":1,""descricao"":""PISTOES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""DESMONTAR MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":350,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""LIMPEZA DO MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":300,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR BLOCO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":600,""unidade_medida"":""unidade"",""preco_custo"":343,""quantidade"":1,""descricao"":""EXAMINAR/AJUSTAR ALOJ. MANCAES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":510,""unidade_medida"":""unidade"",""preco_custo"":283,""quantidade"":1,""descricao"":""EXAMINAR/AJUSTAR ALOJ. BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":580,""unidade_medida"":""unidade"",""preco_custo"":400,""quantidade"":1,""descricao"":""RETIFICAR VIRABREQUIM"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":1490,""unidade_medida"":""unidade"",""preco_custo"":720,""quantidade"":1,""descricao"":""EMCAMISAR CILINDRO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":350,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO TERMICO MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":5,""descricao"":""SELOS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":890,""unidade_medida"":""un"",""preco_custo"":454,""quantidade"":1,""descricao"":""CAMISA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":450,""unidade_medida"":""un"",""preco_custo"":226,""quantidade"":1,""descricao"":""AFERRIR PISTAO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":250,""unidade_medida"":""un"",""preco_custo"":120,""quantidade"":1,""descricao"":""SERVIÇO DE TORNO"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","MOTOR IVECO/DUCATO 2.8 8V DIESEL","69e6911b5e9fec10863eaaae","6940319672e01f6fc61cbbf2","false","2026-04-20T20:48:27.222000","2026-04-20T20:57:09.609000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","883","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":3.33,""quantidade"":8,""descricao"":""RETENTOR DE VALVULAS "",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":90,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":12.5,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":8,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":12.5,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":8,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":160,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":70,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":250,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABECOTE "",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE  IVECO/DUCATO 2.8 8V DIESEL","69e669ce211ed91cd048fcef","693c8f05b2a7d107b2312ff9","false","2026-04-20T18:00:46.836000","2026-04-20T18:00:46.836000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","881","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":11,""unidade_medida"":""un"",""preco_custo"":6,""quantidade"":16,""descricao"":""RETENTOR DE VALVULAS SENTRA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":150,""unidade_medida"":""un"",""preco_custo"":70,""quantidade"":1,""descricao"":""SOLDA CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":200,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""REGULAR CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":170,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABECOTE 16V"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":30,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""TORRE SENTRA BANHO "",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""TORRE SENTRA BANHO JATO"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE FLUENCE 16V","69e284a1b15a47b8cc8cd263","693c8f05b2a7d107b2312ff9","false","2026-04-17T19:06:09.080000","2026-04-17T19:06:09.080000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"0","","880","unitario","1","[]","69864e74fb6fe137d3577c07","0","MÃO DE OBRA OFICINA","69e23a22cf6b34806ab2cdfe","6940319672e01f6fc61cbbf2","false","2026-04-17T13:48:18.641000","2026-04-17T13:48:18.641000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","879","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":18,""unidade_medida"":""un"",""preco_custo"":5,""quantidade"":20,""descricao"":""RETENTOR DE VALVULAS "",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":150,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":9.4,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":20,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":9.4,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":20,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":200,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":90,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":380,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABEÇOTE 20V"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE  RANGER 3.2 20V 5C","69cd019975f4ded7b685c500","693c8f05b2a7d107b2312ff9","false","2026-04-01T11:29:29.989000","2026-04-01T12:06:09.197000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","878","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":50,""unidade_medida"":""unidade"",""preco_custo"":25,""quantidade"":1,""descricao"":""ENCOSTO DO MANCAL"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":380,""unidade_medida"":""unidade"",""preco_custo"":188.2,""quantidade"":1,""descricao"":""BUCHA DE BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":375,""unidade_medida"":""unidade"",""preco_custo"":187.2,""quantidade"":1,""descricao"":""BRONZINA DE MANCAL"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":180,""unidade_medida"":""unidade"",""preco_custo"":89.69,""quantidade"":1,""descricao"":""BRONZINA DE BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":630,""unidade_medida"":""unidade"",""preco_custo"":311.1,""quantidade"":1,""descricao"":""ANEIS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":2900,""unidade_medida"":""unidade"",""preco_custo"":1429.6,""quantidade"":1,""descricao"":""PISTOES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":150,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""DESMONTAR MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":350,""unidade_medida"":""unidade"",""preco_custo"":30,""quantidade"":1,""descricao"":""LIMPEZA DO MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":450,""unidade_medida"":""unidade"",""preco_custo"":370,""quantidade"":1,""descricao"":""APLAINAR BLOCO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":650,""unidade_medida"":""unidade"",""preco_custo"":443,""quantidade"":1,""descricao"":""EXAMINAR/AJUSTAR ALOJ. MANCAES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":550,""unidade_medida"":""unidade"",""preco_custo"":350,""quantidade"":1,""descricao"":""EXAMINAR/AJUSTAR ALOJ. BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":500,""unidade_medida"":""unidade"",""preco_custo"":354,""quantidade"":1,""descricao"":""EMBUCHAR BIELA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":700,""unidade_medida"":""unidade"",""preco_custo"":580,""quantidade"":1,""descricao"":""RETIFICAR VIRABREQUIM"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":1500,""unidade_medida"":""unidade"",""preco_custo"":900,""quantidade"":1,""descricao"":""ENCAMISAR CILINDRO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":350,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO TERMICO MOTOR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":1000,""unidade_medida"":""un"",""preco_custo"":460,""quantidade"":1,""descricao"":""CAMISA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":480,""unidade_medida"":""un"",""preco_custo"":306,""quantidade"":1,""descricao"":""CONFERIR ALTURA DOS PISTOES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":250,""unidade_medida"":""un"",""preco_custo"":180,""quantidade"":1,""descricao"":""SERVIÇO DE TORNO"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","MOTOR RANGER 3.2 20V 5C","69cc17d574e7819c449e9fcc","6940319672e01f6fc61cbbf2","false","2026-03-31T18:52:05.394000","2026-04-01T12:08:53.167000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","877","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":90,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABECOTE 8V"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":35,""unidade_medida"":""unidade"",""preco_custo"":10.2,""quantidade"":4,""descricao"":""GUIAS COLOCADOS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":120,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":16,""unidade_medida"":""unidade"",""preco_custo"":11,""quantidade"":4,""descricao"":""PASTILHA DE VALVULA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""REGULAR CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":10,""unidade_medida"":""unidade"",""preco_custo"":4,""quantidade"":8,""descricao"":""RETENTOR DE VALVULAS FIRE 5mm 9300"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":8,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":8,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""unidade"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""unidade"",""preco_custo"":2,""quantidade"":1,""descricao"":""SELOS COLOCADOS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":150,""unidade_medida"":""unidade"",""preco_custo"":70,""quantidade"":1,""descricao"":""SOLDA CABEÇOTE"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE MOBI 1.0 8V 5MM ","69caced018efb804ee046346","693c8f05b2a7d107b2312ff9","false","2026-03-30T19:28:16.569000","2026-03-30T19:30:52.134000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
"","","876","grupo","","[{""quantidade_inicial_estoque"":0,""preco_venda"":11.25,""unidade_medida"":""un"",""preco_custo"":6,""quantidade"":16,""descricao"":""RETENTOR DE VALVULAS SENTRA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":15,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""ROSCA COLOCADA"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":200,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""REGULAR CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":170,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""MONTAR"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""JATO"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR SEDES"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":6.25,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":16,""descricao"":""RETIFICAR VALVULAS"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":60,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""BANHO CABEÇOTE"",""controlar_estoque"":false},{""quantidade_inicial_estoque"":0,""preco_venda"":100,""unidade_medida"":""un"",""preco_custo"":0,""quantidade"":1,""descricao"":""APLAINAR CABECOTE 16V"",""controlar_estoque"":false}]","69864e74fb6fe137d3577c07","0","CABEÇOTE VERSA 1.6 16V","69c5239dcc9ebfa4ec9fd6ab","693c8f05b2a7d107b2312ff9","false","2026-03-26T12:16:29.522000","2026-03-26T12:16:29.522000","6995d6534d374b080f9315b9","lealnh9@gmail.com","false"
